"Commodity.Code","Commodity.Name","Partner.Code","Partner.Name"
"14","14 - Vegetable plaiting materials; vegetable products not elsewhere specified or included",120,"Cameroon"
"15","15 - Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",120,"Cameroon"
"16","16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",120,"Cameroon"
"17","17 - Sugars and sugar confectionery",120,"Cameroon"
"18","18 - Cocoa and cocoa preparations",120,"Cameroon"
"19","19 - Preparations of cereals, flour, starch or milk; pastrycooks' products",120,"Cameroon"
"20","20 - Preparations of vegetables, fruit, nuts or other parts of plants",120,"Cameroon"
"21","21 - Miscellaneous edible preparations",120,"Cameroon"
"22","22 - Beverages, spirits and vinegar",120,"Cameroon"
"23","23 - Food industries, residues and wastes thereof; prepared animal fodder",120,"Cameroon"
"24","24 - Tobacco and manufactured tobacco substitutes",120,"Cameroon"
"25","25 - Salt; sulphur; earths, stone; plastering materials, lime and cement",120,"Cameroon"
"26","26 - Ores, slag and ash",120,"Cameroon"
"27","27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",120,"Cameroon"
"28","28 - Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",120,"Cameroon"
"29","29 - Organic chemicals",120,"Cameroon"
"30","30 - Pharmaceutical products",120,"Cameroon"
"31","31 - Fertilizers",120,"Cameroon"
"32","32 - Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",120,"Cameroon"
"33","33 - Essential oils and resinoids; perfumery, cosmetic or toilet preparations",120,"Cameroon"
"34","34 - Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",120,"Cameroon"
"35","35 - Albuminoidal substances; modified starches; glues; enzymes",120,"Cameroon"
"36","36 - Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",120,"Cameroon"
"37","37 - Photographic or cinematographic goods",120,"Cameroon"
"38","38 - Chemical products n.e.s.",120,"Cameroon"
"39","39 - Plastics and articles thereof",120,"Cameroon"
"40","40 - Rubber and articles thereof",120,"Cameroon"
"41","41 - Raw hides and skins (other than furskins) and leather",120,"Cameroon"
"42","42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",120,"Cameroon"
"43","43 - Furskins and artificial fur; manufactures thereof",120,"Cameroon"
"44","44 - Wood and articles of wood; wood charcoal",120,"Cameroon"
"45","45 - Cork and articles of cork",120,"Cameroon"
"46","46 - Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",120,"Cameroon"
"47","47 - Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",120,"Cameroon"
"48","48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",120,"Cameroon"
"49","49 - Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",120,"Cameroon"
"50","50 - Silk",120,"Cameroon"
"51","51 - Wool, fine or coarse animal hair; horsehair yarn and woven fabric",120,"Cameroon"
"52","52 - Cotton",120,"Cameroon"
"53","53 - Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",120,"Cameroon"
"54","54 - Man-made filaments; strip and the like of man-made textile materials",120,"Cameroon"
"55","55 - Man-made staple fibres",120,"Cameroon"
"56","56 - Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",120,"Cameroon"
"57","57 - Carpets and other textile floor coverings",120,"Cameroon"
"58","58 - Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",120,"Cameroon"
"59","59 - Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",120,"Cameroon"
"60","60 - Fabrics; knitted or crocheted",120,"Cameroon"
"61","61 - Apparel and clothing accessories; knitted or crocheted",120,"Cameroon"
"62","62 - Apparel and clothing accessories; not knitted or crocheted",120,"Cameroon"
"63","63 - Textiles, made up articles; sets; worn clothing and worn textile articles; rags",120,"Cameroon"
"64","64 - Footwear; gaiters and the like; parts of such articles",120,"Cameroon"
"65","65 - Headgear and parts thereof",120,"Cameroon"
"66","66 - Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",120,"Cameroon"
"67","67 - Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",120,"Cameroon"
"68","68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",120,"Cameroon"
"69","69 - Ceramic products",120,"Cameroon"
"70","70 - Glass and glassware",120,"Cameroon"
"71","71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",120,"Cameroon"
"72","72 - Iron and steel",120,"Cameroon"
"73","73 - Iron or steel articles",120,"Cameroon"
"74","74 - Copper and articles thereof",120,"Cameroon"
"75","75 - Nickel and articles thereof",120,"Cameroon"
"76","76 - Aluminium and articles thereof",120,"Cameroon"
"78","78 - Lead and articles thereof",120,"Cameroon"
"79","79 - Zinc and articles thereof",120,"Cameroon"
"80","80 - Tin; articles thereof",120,"Cameroon"
"81","81 - Metals; n.e.s., cermets and articles thereof",120,"Cameroon"
"82","82 - Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",120,"Cameroon"
"83","83 - Metal; miscellaneous products of base metal",120,"Cameroon"
"84","84 - Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",120,"Cameroon"
"85","85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",120,"Cameroon"
"86","86 - Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",120,"Cameroon"
"87","87 - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120,"Cameroon"
"88","88 - Aircraft, spacecraft and parts thereof",120,"Cameroon"
"89","89 - Ships, boats and floating structures",120,"Cameroon"
"90","90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",120,"Cameroon"
"91","91 - Clocks and watches and parts thereof",120,"Cameroon"
"92","92 - Musical instruments; parts and accessories of such articles",120,"Cameroon"
"93","93 - Arms and ammunition; parts and accessories thereof",120,"Cameroon"
"94","94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",120,"Cameroon"
"95","95 - Toys, games and sports requisites; parts and accessories thereof",120,"Cameroon"
"96","96 - Miscellaneous manufactured articles",120,"Cameroon"
"97","97 - Works of art; collectors' pieces and antiques",120,"Cameroon"
"99","99 - Commodities not specified according to kind",120,"Cameroon"
"01","01 - Animals; live",124,"Canada"
"02","02 - Meat and edible meat offal",124,"Canada"
"03","03 - Fish and crustaceans, molluscs and other aquatic invertebrates",124,"Canada"
"04","04 - Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",124,"Canada"
"05","05 - Animal originated products; not elsewhere specified or included",124,"Canada"
"06","06 - Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",124,"Canada"
"07","07 - Vegetables and certain roots and tubers; edible",124,"Canada"
"08","08 - Fruit and nuts, edible; peel of citrus fruit or melons",124,"Canada"
"09","09 - Coffee, tea, mate and spices",124,"Canada"
"10","10 - Cereals",124,"Canada"
"11","11 - Products of the milling industry; malt, starches, inulin, wheat gluten",124,"Canada"
"12","12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",124,"Canada"
"13","13 - Lac; gums, resins and other vegetable saps and extracts",124,"Canada"
"14","14 - Vegetable plaiting materials; vegetable products not elsewhere specified or included",124,"Canada"
"15","15 - Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",124,"Canada"
"16","16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",124,"Canada"
"17","17 - Sugars and sugar confectionery",124,"Canada"
"18","18 - Cocoa and cocoa preparations",124,"Canada"
"19","19 - Preparations of cereals, flour, starch or milk; pastrycooks' products",124,"Canada"
"20","20 - Preparations of vegetables, fruit, nuts or other parts of plants",124,"Canada"
"21","21 - Miscellaneous edible preparations",124,"Canada"
"22","22 - Beverages, spirits and vinegar",124,"Canada"
"23","23 - Food industries, residues and wastes thereof; prepared animal fodder",124,"Canada"
"24","24 - Tobacco and manufactured tobacco substitutes",124,"Canada"
"25","25 - Salt; sulphur; earths, stone; plastering materials, lime and cement",124,"Canada"
"26","26 - Ores, slag and ash",124,"Canada"
"27","27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",124,"Canada"
"28","28 - Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",124,"Canada"
"29","29 - Organic chemicals",124,"Canada"
"30","30 - Pharmaceutical products",124,"Canada"
"31","31 - Fertilizers",124,"Canada"
"32","32 - Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",124,"Canada"
"33","33 - Essential oils and resinoids; perfumery, cosmetic or toilet preparations",124,"Canada"
"34","34 - Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",124,"Canada"
"35","35 - Albuminoidal substances; modified starches; glues; enzymes",124,"Canada"
"36","36 - Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",124,"Canada"
"37","37 - Photographic or cinematographic goods",124,"Canada"
"38","38 - Chemical products n.e.s.",124,"Canada"
"39","39 - Plastics and articles thereof",124,"Canada"
"40","40 - Rubber and articles thereof",124,"Canada"
"41","41 - Raw hides and skins (other than furskins) and leather",124,"Canada"
"42","42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",124,"Canada"
"43","43 - Furskins and artificial fur; manufactures thereof",124,"Canada"
"44","44 - Wood and articles of wood; wood charcoal",124,"Canada"
"45","45 - Cork and articles of cork",124,"Canada"
"46","46 - Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",124,"Canada"
"47","47 - Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",124,"Canada"
"48","48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",124,"Canada"
"49","49 - Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",124,"Canada"
"50","50 - Silk",124,"Canada"
"51","51 - Wool, fine or coarse animal hair; horsehair yarn and woven fabric",124,"Canada"
"52","52 - Cotton",124,"Canada"
"53","53 - Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",124,"Canada"
"54","54 - Man-made filaments; strip and the like of man-made textile materials",124,"Canada"
"55","55 - Man-made staple fibres",124,"Canada"
"56","56 - Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",124,"Canada"
"57","57 - Carpets and other textile floor coverings",124,"Canada"
"58","58 - Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",124,"Canada"
"59","59 - Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",124,"Canada"
"60","60 - Fabrics; knitted or crocheted",124,"Canada"
"61","61 - Apparel and clothing accessories; knitted or crocheted",124,"Canada"
"62","62 - Apparel and clothing accessories; not knitted or crocheted",124,"Canada"
"63","63 - Textiles, made up articles; sets; worn clothing and worn textile articles; rags",124,"Canada"
"64","64 - Footwear; gaiters and the like; parts of such articles",124,"Canada"
"65","65 - Headgear and parts thereof",124,"Canada"
"66","66 - Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",124,"Canada"
"67","67 - Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",124,"Canada"
"68","68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",124,"Canada"
"69","69 - Ceramic products",124,"Canada"
"70","70 - Glass and glassware",124,"Canada"
"71","71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",124,"Canada"
"72","72 - Iron and steel",124,"Canada"
"73","73 - Iron or steel articles",124,"Canada"
"74","74 - Copper and articles thereof",124,"Canada"
"75","75 - Nickel and articles thereof",124,"Canada"
"76","76 - Aluminium and articles thereof",124,"Canada"
"78","78 - Lead and articles thereof",124,"Canada"
"79","79 - Zinc and articles thereof",124,"Canada"
"80","80 - Tin; articles thereof",124,"Canada"
"81","81 - Metals; n.e.s., cermets and articles thereof",124,"Canada"
"82","82 - Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",124,"Canada"
"83","83 - Metal; miscellaneous products of base metal",124,"Canada"
"84","84 - Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",124,"Canada"
"85","85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",124,"Canada"
"86","86 - Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",124,"Canada"
"87","87 - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",124,"Canada"
"88","88 - Aircraft, spacecraft and parts thereof",124,"Canada"
"89","89 - Ships, boats and floating structures",124,"Canada"
"90","90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",124,"Canada"
"91","91 - Clocks and watches and parts thereof",124,"Canada"
"92","92 - Musical instruments; parts and accessories of such articles",124,"Canada"
"93","93 - Arms and ammunition; parts and accessories thereof",124,"Canada"
"94","94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",124,"Canada"
"95","95 - Toys, games and sports requisites; parts and accessories thereof",124,"Canada"
"96","96 - Miscellaneous manufactured articles",124,"Canada"
"97","97 - Works of art; collectors' pieces and antiques",124,"Canada"
"99","99 - Commodities not specified according to kind",124,"Canada"
"01","01 - Animals; live",136,"Cayman Islands"
"02","02 - Meat and edible meat offal",136,"Cayman Islands"
"03","03 - Fish and crustaceans, molluscs and other aquatic invertebrates",136,"Cayman Islands"
"04","04 - Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",136,"Cayman Islands"
"05","05 - Animal originated products; not elsewhere specified or included",136,"Cayman Islands"
"06","06 - Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",136,"Cayman Islands"
"07","07 - Vegetables and certain roots and tubers; edible",136,"Cayman Islands"
"08","08 - Fruit and nuts, edible; peel of citrus fruit or melons",136,"Cayman Islands"
"09","09 - Coffee, tea, mate and spices",136,"Cayman Islands"
"10","10 - Cereals",136,"Cayman Islands"
"11","11 - Products of the milling industry; malt, starches, inulin, wheat gluten",136,"Cayman Islands"
"12","12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",136,"Cayman Islands"
"13","13 - Lac; gums, resins and other vegetable saps and extracts",136,"Cayman Islands"
"14","14 - Vegetable plaiting materials; vegetable products not elsewhere specified or included",136,"Cayman Islands"
"15","15 - Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",136,"Cayman Islands"
"16","16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",136,"Cayman Islands"
"17","17 - Sugars and sugar confectionery",136,"Cayman Islands"
"18","18 - Cocoa and cocoa preparations",136,"Cayman Islands"
"19","19 - Preparations of cereals, flour, starch or milk; pastrycooks' products",136,"Cayman Islands"
"20","20 - Preparations of vegetables, fruit, nuts or other parts of plants",136,"Cayman Islands"
"21","21 - Miscellaneous edible preparations",136,"Cayman Islands"
"22","22 - Beverages, spirits and vinegar",136,"Cayman Islands"
"23","23 - Food industries, residues and wastes thereof; prepared animal fodder",136,"Cayman Islands"
"24","24 - Tobacco and manufactured tobacco substitutes",136,"Cayman Islands"
"25","25 - Salt; sulphur; earths, stone; plastering materials, lime and cement",136,"Cayman Islands"
"26","26 - Ores, slag and ash",136,"Cayman Islands"
"27","27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",136,"Cayman Islands"
"28","28 - Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",136,"Cayman Islands"
"29","29 - Organic chemicals",136,"Cayman Islands"
"30","30 - Pharmaceutical products",136,"Cayman Islands"
"31","31 - Fertilizers",136,"Cayman Islands"
"32","32 - Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",136,"Cayman Islands"
"33","33 - Essential oils and resinoids; perfumery, cosmetic or toilet preparations",136,"Cayman Islands"
"34","34 - Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",136,"Cayman Islands"
"35","35 - Albuminoidal substances; modified starches; glues; enzymes",136,"Cayman Islands"
"36","36 - Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",136,"Cayman Islands"
"37","37 - Photographic or cinematographic goods",136,"Cayman Islands"
"38","38 - Chemical products n.e.s.",136,"Cayman Islands"
"39","39 - Plastics and articles thereof",136,"Cayman Islands"
"40","40 - Rubber and articles thereof",136,"Cayman Islands"
"41","41 - Raw hides and skins (other than furskins) and leather",136,"Cayman Islands"
"42","42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",136,"Cayman Islands"
"43","43 - Furskins and artificial fur; manufactures thereof",136,"Cayman Islands"
"44","44 - Wood and articles of wood; wood charcoal",136,"Cayman Islands"
"45","45 - Cork and articles of cork",136,"Cayman Islands"
"46","46 - Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",136,"Cayman Islands"
"47","47 - Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",136,"Cayman Islands"
"48","48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",136,"Cayman Islands"
"49","49 - Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",136,"Cayman Islands"
"50","50 - Silk",136,"Cayman Islands"
"51","51 - Wool, fine or coarse animal hair; horsehair yarn and woven fabric",136,"Cayman Islands"
"52","52 - Cotton",136,"Cayman Islands"
"53","53 - Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",136,"Cayman Islands"
"54","54 - Man-made filaments; strip and the like of man-made textile materials",136,"Cayman Islands"
"55","55 - Man-made staple fibres",136,"Cayman Islands"
"56","56 - Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",136,"Cayman Islands"
"57","57 - Carpets and other textile floor coverings",136,"Cayman Islands"
"58","58 - Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",136,"Cayman Islands"
"59","59 - Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",136,"Cayman Islands"
"60","60 - Fabrics; knitted or crocheted",136,"Cayman Islands"
"61","61 - Apparel and clothing accessories; knitted or crocheted",136,"Cayman Islands"
"62","62 - Apparel and clothing accessories; not knitted or crocheted",136,"Cayman Islands"
"63","63 - Textiles, made up articles; sets; worn clothing and worn textile articles; rags",136,"Cayman Islands"
"64","64 - Footwear; gaiters and the like; parts of such articles",136,"Cayman Islands"
"65","65 - Headgear and parts thereof",136,"Cayman Islands"
"66","66 - Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",136,"Cayman Islands"
"67","67 - Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",136,"Cayman Islands"
"68","68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136,"Cayman Islands"
"69","69 - Ceramic products",136,"Cayman Islands"
"70","70 - Glass and glassware",136,"Cayman Islands"
"71","71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",136,"Cayman Islands"
"72","72 - Iron and steel",136,"Cayman Islands"
"73","73 - Iron or steel articles",136,"Cayman Islands"
"74","74 - Copper and articles thereof",136,"Cayman Islands"
"75","75 - Nickel and articles thereof",136,"Cayman Islands"
"76","76 - Aluminium and articles thereof",136,"Cayman Islands"
"78","78 - Lead and articles thereof",136,"Cayman Islands"
"79","79 - Zinc and articles thereof",136,"Cayman Islands"
"80","80 - Tin; articles thereof",136,"Cayman Islands"
"81","81 - Metals; n.e.s., cermets and articles thereof",136,"Cayman Islands"
"82","82 - Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",136,"Cayman Islands"
"83","83 - Metal; miscellaneous products of base metal",136,"Cayman Islands"
"84","84 - Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",136,"Cayman Islands"
"85","85 - Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",136,"Cayman Islands"
"86","86 - Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",136,"Cayman Islands"
"87","87 - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",136,"Cayman Islands"
"88","88 - Aircraft, spacecraft and parts thereof",136,"Cayman Islands"
"89","89 - Ships, boats and floating structures",136,"Cayman Islands"
"90","90 - Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",136,"Cayman Islands"
"91","91 - Clocks and watches and parts thereof",136,"Cayman Islands"
"92","92 - Musical instruments; parts and accessories of such articles",136,"Cayman Islands"
"93","93 - Arms and ammunition; parts and accessories thereof",136,"Cayman Islands"
"94","94 - Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",136,"Cayman Islands"
"95","95 - Toys, games and sports requisites; parts and accessories thereof",136,"Cayman Islands"
"96","96 - Miscellaneous manufactured articles",136,"Cayman Islands"
"97","97 - Works of art; collectors' pieces and antiques",136,"Cayman Islands"
"99","99 - Commodities not specified according to kind",136,"Cayman Islands"
"01","01 - Animals; live",148,"Chad"
"02","02 - Meat and edible meat offal",148,"Chad"
"03","03 - Fish and crustaceans, molluscs and other aquatic invertebrates",148,"Chad"
"04","04 - Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",148,"Chad"
"05","05 - Animal originated products; not elsewhere specified or included",148,"Chad"
"06","06 - Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",148,"Chad"
"07","07 - Vegetables and certain roots and tubers; edible",148,"Chad"
"08","08 - Fruit and nuts, edible; peel of citrus fruit or melons",148,"Chad"
"09","09 - Coffee, tea, mate and spices",148,"Chad"
"10","10 - Cereals",148,"Chad"
"11","11 - Products of the milling industry; malt, starches, inulin, wheat gluten",148,"Chad"
"12","12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",148,"Chad"
"13","13 - Lac; gums, resins and other vegetable saps and extracts",148,"Chad"
"14","14 - Vegetable plaiting materials; vegetable products not elsewhere specified or included",148,"Chad"
"15","15 - Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",148,"Chad"
"16","16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",148,"Chad"
"17","17 - Sugars and sugar confectionery",148,"Chad"
"18","18 - Cocoa and cocoa preparations",148,"Chad"
"19","19 - Preparations of cereals, flour, starch or milk; pastrycooks' products",148,"Chad"
"20","20 - Preparations of vegetables, fruit, nuts or other parts of plants",148,"Chad"
"21","21 - Miscellaneous edible preparations",148,"Chad"
"22","22 - Beverages, spirits and vinegar",148,"Chad"
"23","23 - Food industries, residues and wastes thereof; prepared animal fodder",148,"Chad"
"24","24 - Tobacco and manufactured tobacco substitutes",148,"Chad"
"25","25 - Salt; sulphur; earths, stone; plastering materials, lime and cement",148,"Chad"
"26","26 - Ores, slag and ash",148,"Chad"
"27","27 - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",148,"Chad"
"28","28 - Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",148,"Chad"
"29","29 - Organic chemicals",148,"Chad"
"30","30 - Pharmaceutical products",148,"Chad"
"31","31 - Fertilizers",148,"Chad"
"32","32 - Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",148,"Chad"
"33","33 - Essential oils and resinoids; perfumery, cosmetic or toilet preparations",148,"Chad"
"34","34 - Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",148,"Chad"
"35","35 - Albuminoidal substances; modified starches; glues; enzymes",148,"Chad"
"36","36 - Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",148,"Chad"
"37","37 - Photographic or cinematographic goods",148,"Chad"
"38","38 - Chemical products n.e.s.",148,"Chad"
"39","39 - Plastics and articles thereof",148,"Chad"
"40","40 - Rubber and articles thereof",148,"Chad"
"41","41 - Raw hides and skins (other than furskins) and leather",148,"Chad"
"42","42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",148,"Chad"
"43","43 - Furskins and artificial fur; manufactures thereof",148,"Chad"
"44","44 - Wood and articles of wood; wood charcoal",148,"Chad"
"45","45 - Cork and articles of cork",148,"Chad"
"46","46 - Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",148,"Chad"
"47","47 - Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard",148,"Chad"
"48","48 - Paper and paperboard; articles of paper pulp, of paper or paperboard",148,"Chad"
"49","49 - Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",148,"Chad"
"50","50 - Silk",148,"Chad"
"51","51 - Wool, fine or coarse animal hair; horsehair yarn and woven fabric",148,"Chad"
"52","52 - Cotton",148,"Chad"
"53","53 - Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",148,"Chad"
"54","54 - Man-made filaments; strip and the like of man-made textile materials",148,"Chad"
"55","55 - Man-made staple fibres",148,"Chad"
"56","56 - Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",148,"Chad"
"57","57 - Carpets and other textile floor coverings",148,"Chad"
"58","58 - Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",148,"Chad"
"59","59 - Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",148,"Chad"
"60","60 - Fabrics; knitted or crocheted",148,"Chad"
"61","61 - Apparel and clothing accessories; knitted or crocheted",148,"Chad"
"62","62 - Apparel and clothing accessories; not knitted or crocheted",148,"Chad"
"63","63 - Textiles, made up articles; sets; worn clothing and worn textile articles; rags",148,"Chad"
"64","64 - Footwear; gaiters and the like; parts of such articles",148,"Chad"
"65","65 - Headgear and parts thereof",148,"Chad"
"66","66 - Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",148,"Chad"
"67","67 - Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",148,"Chad"
"68","68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",148,"Chad"
"69","69 - Ceramic products",148,"Chad"
"70","70 - Glass and glassware",148,"Chad"
"71","71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",148,"Chad"
"72","72 - Iron and steel",148,"Chad"
